run_accession,sample_name,sample_acc,experiment,library_name,sra_study,center_name,platform,assay_type,librarysource,organism,releasedate,bases,size_in_bytes,size_in_GB,disease_sam,disease_stage_sam_s_dpl172,tissue_sam,run_file_create_date
SRR8616155,OVSAHO_OVARY,SRS4395842,SRX5414895,RNASeq-OVSAHO_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16645022604,8374254276,8.37,carcinoma (adenocarcinoma),metastasis,ovary,2019-02-24T00:57:00.000Z
SRR8615936,SNU1214_UPPER_AERODIGESTIVE_TRACT,SRS4396015,SRX5415114,RNASeq-SNU1214_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21586474470,11622810772,11.62,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-24T00:31:00.000Z
SRR8615353,KMRC3_KIDNEY,SRS4395441,SRX5414400,RNASeq-KMRC3_KIDNEY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14388822792,6788408973,6.79,carcinoma (clear_cell_renal_cell_carcinoma),primary,kidney,2019-02-23T22:53:00.000Z
SRR8615788,COLO741_SKIN,SRS4395619,SRX5414612,RNASeq-COLO741_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17375583682,8680918508,8.68,malignant_melanoma,metastasis,skin,2019-02-24T00:05:00.000Z
SRR8615243,OAW28_OVARY,SRS4395535,SRX5414510,RNASeq-OAW28_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22042853272,11587966858,11.59,carcinoma,primary,ovary,2019-02-23T23:06:00.000Z
SRR8616191,NCIH1618_LUNG,SRS4395813,SRX5414859,RNASeq-NCIH1618_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14925497402,7442312508,7.44,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-24T00:59:00.000Z
SRR8615775,BC3C_URINARY_TRACT,SRS4395625,SRX5414625,RNASeq-BC3C_URINARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16094146384,8059905269,8.06,carcinoma (transitional_cell_carcinoma),primary,urinary_tract,2019-02-24T00:04:00.000Z
SRR8615311,SNU387_LIVER,SRS4395474,SRX5414442,RNASeq-SNU387_LIVER,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15622913512,7878715597,7.88,carcinoma (hepatocellular_carcinoma),primary,liver,2019-02-23T22:50:00.000Z
SRR8615783,HS675T_FIBROBLAST,SRS4395102,SRX5414617,RNASeq-HS675T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19953864010,9757111040,9.76,carcinoma,primary,large_intestine,2019-02-24T00:13:00.000Z
SRR8615493,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,SRS4395328,SRX5414260,RNASeq-ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18186692664,9026381074,9.03,carcinoma (adenocarcinoma),primary,endometrium,2019-02-23T23:20:00.000Z
SRR8615605,NCIH2106_LUNG,SRS4395213,SRX5414795,RNASeq-NCIH2106_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19163890086,10138175536,10.14,carcinoma (non_small_cell_carcinoma),metastasis,lung,2019-02-23T23:35:00.000Z
SRR8615506,SKNSH_AUTONOMIC_GANGLIA,SRS4395317,SRX5414247,RNASeq-SKNSH_AUTONOMIC_GANGLIA,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17167265122,7868653978,7.87,neuroblastoma,metastasis,autonomic_ganglia,2019-02-23T23:27:00.000Z
SRR8615500,KYSE510_OESOPHAGUS,SRS4395323,SRX5414253,RNASeq-KYSE510_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15606307900,7862946125,7.86,carcinoma (squamous_cell_carcinoma),primary,oesophagus,2019-02-23T23:13:00.000Z
SRR8615405,ACHN_KIDNEY,SRS4395398,SRX5414348,RNASeq-ACHN_KIDNEY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16060014848,8523583857,8.52,carcinoma (renal_cell_carcinoma),metastasis,kidney,2019-02-23T22:47:00.000Z
SRR8615502,SKNAS_AUTONOMIC_GANGLIA,SRS4395321,SRX5414251,RNASeq-SKNAS_AUTONOMIC_GANGLIA,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21223520062,11426798735,11.43,neuroblastoma,primary,autonomic_ganglia,2019-02-23T23:25:00.000Z
SRR8616142,CL40_LARGE_INTESTINE,SRS4395190,SRX5414908,RNASeq-CL40_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22796160358,12652257674,12.65,carcinoma,primary,large_intestine,2019-02-24T01:01:00.000Z
SRR8615765,PANC0403_PANCREAS,SRS4395634,SRX5414635,RNASeq-PANC0403_PANCREAS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21917999496,11538815991,11.54,carcinoma,primary,pancreas,2019-02-24T00:16:00.000Z
SRR8615588,HEC50B_ENDOMETRIUM,SRS4395776,SRX5414812,RNASeq-HEC50B_ENDOMETRIUM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19681913632,9676135148,9.68,carcinoma (adenocarcinoma),primary,endometrium,2019-02-23T23:38:00.000Z
SRR8615498,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395325,SRX5414255,RNASeq-NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23347527236,12351455827,12.35,lymphoid_neoplasm (plasma_cell_myeloma),metastasis,haematopoietic_and_lymphoid_tissue,2019-02-23T23:27:00.000Z
SRR8615234,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395544,SRX5414519,RNASeq-MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15870447544,7922717507,7.92,haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T22:53:00.000Z
SRR8615477,SNU899_UPPER_AERODIGESTIVE_TRACT,SRS4395342,SRX5414276,RNASeq-SNU899_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16403253854,7959878679,7.96,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-23T23:21:00.000Z
SRR8615839,LMSU_STOMACH,SRS4395265,SRX5414561,RNASeq-LMSU_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14417484774,6794414579,6.79,carcinoma (adenocarcinoma),metastasis,stomach,2019-02-23T23:54:00.000Z
SRR8615616,NCIH1385_LUNG,SRS4395178,SRX5414784,RNASeq-NCIH1385_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18081435716,9569221922,9.57,carcinoma (squamous_cell_carcinoma),metastasis,lung,2019-02-23T23:37:00.000Z
SRR8615779,HS698T_FIBROBLAST,SRS4395104,SRX5414621,RNASeq-HS698T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15214526476,7434918590,7.43,carcinoma (adenocarcinoma),metastasis,large_intestine,2019-02-24T00:04:00.000Z
SRR8615950,KP3_PANCREAS,SRS4396005,SRX5415100,RNASeq-KP3_PANCREAS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14099581214,6654702778,6.65,carcinoma (ductal_carcinoma),metastasis,pancreas,2019-02-24T00:08:00.000Z
SRR8615916,JHOM1_OVARY,SRS4396032,SRX5415134,RNASeq-JHOM1_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19344694226,10328525768,10.33,carcinoma (adenocarcinoma),primary,ovary,2019-02-24T00:28:00.000Z
SRR8615564,SW1463_LARGE_INTESTINE,SRS4395256,SRX5414836,RNASeq-SW1463_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,8773038568,4153124828,4.15,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T22:38:00.000Z
SRR8615523,MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395301,SRX5414230,RNASeq-MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20201491972,10699619397,10.7,lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:33:00.000Z
SRR8615627,HEKTE_KIDNEY,SRS4395755,SRX5414773,RNASeq-HEKTE_KIDNEY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16634109958,8892423625,8.89,other (immortalized_epithelial),NA,kidney,2019-02-23T23:35:00.000Z
SRR8615721,TUHR10TKB_KIDNEY,SRS4395676,SRX5414679,RNASeq-TUHR10TKB_KIDNEY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17812781978,8795685870,8.8,carcinoma,primary,kidney,2019-02-23T23:48:00.000Z
SRR8615491,IOMMLEE_CENTRAL_NERVOUS_SYSTEM,SRS4395330,SRX5414262,RNASeq-IOMMLEE_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17334818466,9255831692,9.26,meningioma,NA,central_nervous_system,2019-02-23T23:25:00.000Z
SRR8615724,TTC709_SOFT_TISSUE,SRS4395673,SRX5414676,RNASeq-TTC709_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17103986804,9114723408,9.11,NA,NA,soft_tissue,2019-02-24T00:04:00.000Z
SRR8616084,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395900,SRX5414966,RNASeq-TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23840691450,11820580807,11.82,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),primary,haematopoietic_and_lymphoid_tissue,2019-02-24T01:03:00.000Z
SRR8615896,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4396051,SRX5415154,RNASeq-U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,11308265828,5400383139,5.4,lymphoid_neoplasm (plasma_cell_myeloma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:51:00.000Z
SRR8615932,SNU182_LIVER,SRS4396018,SRX5415118,RNASeq-SNU182_LIVER,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23048520978,12411983059,12.41,carcinoma (hepatocellular_carcinoma),primary,liver,2019-02-24T01:08:00.000Z
SRR8616052,SKMEL31_SKIN,SRS4395925,SRX5414998,RNASeq-SKMEL31_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18692322702,10039501417,10.04,malignant_melanoma,primary,skin,2019-02-24T00:47:00.000Z
SRR8615632,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395750,SRX5414768,RNASeq-DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,9234160898,4283177447,4.28,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:01:00.000Z
SRR8615354,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395440,SRX5414399,RNASeq-KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,12945609350,6476829263,6.48,lymphoid_neoplasm (plasma_cell_myeloma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T22:49:00.000Z
SRR8615615,NCIH1869_LUNG,SRS4395763,SRX5414785,RNASeq-NCIH1869_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23055539064,12194394303,12.19,carcinoma (squamous_cell_carcinoma),metastasis,lung,2019-02-23T23:40:00.000Z
SRR8615705,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395689,SRX5414695,RNASeq-KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16702797028,8334552477,8.33,lymphoid_neoplasm (plasma_cell_myeloma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:56:00.000Z
SRR8615563,SW1417_LARGE_INTESTINE,SRS4395257,SRX5414837,RNASeq-SW1417_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,12611978070,6349439821,6.35,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T23:17:00.000Z
SRR8615468,TE617T_SOFT_TISSUE,SRS4395350,SRX5414285,RNASeq-TE617T_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20902267140,10449552475,10.45,rhabdomyosarcoma,primary,soft_tissue,2019-02-23T23:26:00.000Z
SRR8615584,MDAMB436_BREAST,SRS4395780,SRX5414816,RNASeq-MDAMB436_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15016877960,7032768774,7.03,carcinoma,metastasis,breast,2019-02-23T23:26:00.000Z
SRR8615985,NCIH1734_LUNG,SRS4395249,SRX5415065,RNASeq-NCIH1734_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23152779238,12155445302,12.16,carcinoma (adenocarcinoma),primary,lung,2019-02-24T00:39:00.000Z
SRR8615224,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395554,SRX5414529,RNASeq-OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17142079964,9255135797,9.26,NA,NA,haematopoietic_and_lymphoid_tissue,2019-02-23T22:52:00.000Z
SRR8615818,HCC1171_LUNG,SRS4395139,SRX5414582,RNASeq-HCC1171_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22623510958,12675631214,12.68,carcinoma (non_small_cell_carcinoma),primary,lung,2019-02-24T00:21:00.000Z
SRR8615664,HUH1_LIVER,SRS4395725,SRX5414736,RNASeq-HUH1_LIVER,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17720962474,8745732022,8.75,carcinoma (hepatocellular_carcinoma),primary,liver,2019-02-23T23:37:00.000Z
SRR8616171,59M_OVARY,SRS4395827,SRX5414879,RNASeq-59M_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17586143634,8805376174,8.81,carcinoma,metastasis,ovary,2019-02-24T01:05:00.000Z
SRR8615251,CCK81_LARGE_INTESTINE,SRS4395527,SRX5414502,RNASeq-CCK81_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16457224416,8275391646,8.28,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T22:54:00.000Z
SRR8615416,HS274T_FIBROBLAST,SRS4395388,SRX5414337,RNASeq-HS274T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,11735359882,5362223356,5.36,carcinoma,primary,breast,2019-02-23T23:04:00.000Z
SRR8615981,NCIH82_LUNG,SRS4395979,SRX5415069,RNASeq-NCIH82_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14968109302,7384641526,7.38,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-24T00:10:00.000Z
SRR8615860,SKRC20_KIDNEY,SRS4395565,SRX5414540,RNASeq-SKRC20_KIDNEY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19786129876,10593221415,10.59,carcinoma (clear_cell_renal_cell_carcinoma),NA,kidney,2019-02-24T00:17:00.000Z
SRR8615709,KNS62_LUNG,SRS4395686,SRX5414691,RNASeq-KNS62_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,13190926432,6756302559,6.76,carcinoma (squamous_cell_carcinoma),metastasis,lung,2019-02-23T23:29:00.000Z
SRR8615227,OE21_OESOPHAGUS,SRS4395551,SRX5414526,RNASeq-OE21_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19905236752,10506160474,10.51,carcinoma (squamous_cell_carcinoma),primary,oesophagus,2019-02-23T23:05:00.000Z
SRR8615811,NCIH446_LUNG,SRS4395603,SRX5414589,RNASeq-NCIH446_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19129933482,9558894894,9.56,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-24T00:04:00.000Z
SRR8616086,TM87_SOFT_TISSUE,SRS4395898,SRX5414964,RNASeq-TM87_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17581328964,9365707976,9.37,NA,NA,soft_tissue,2019-02-24T00:54:00.000Z
SRR8615630,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395752,SRX5414770,RNASeq-HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17378620752,8513698198,8.51,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M6)",primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:38:00.000Z
SRR8615258,NCIH2009_LUNG,SRS4395206,SRX5414495,RNASeq-NCIH2009_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16425596266,8228424417,8.23,carcinoma (adenocarcinoma),metastasis,lung,2019-02-23T22:56:00.000Z
SRR8618306,YAPC_PANCREAS,SRS4397850,SRX5417210,RNASeq-YAPC_PANCREAS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,12849129908,6177272611,6.18,carcinoma,metastasis,pancreas,2019-02-25T10:04:00.000Z
SRR8615543,OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395557,SRX5414532,RNASeq-OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18344260340,9776570260,9.78,NA,NA,haematopoietic_and_lymphoid_tissue,2019-02-23T23:34:00.000Z
SRR8615290,EFO21_OVARY,SRS4395494,SRX5414463,RNASeq-EFO21_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22641786706,11284085470,11.28,carcinoma (serous_carcinoma),metastasis,ovary,2019-02-23T23:06:00.000Z
SRR8615848,IALM_LUNG,SRS4395214,SRX5414552,RNASeq-IALM_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19202940524,9600226230,9.6,carcinoma (large_cell_carcinoma),metastasis,lung,2019-02-24T00:19:00.000Z
SRR8615887,HS939T_SKIN,SRS4396060,SRX5415163,RNASeq-HS939T_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18151734342,8888794803,8.89,malignant_melanoma,primary,skin,2019-02-24T00:22:00.000Z
SRR8615675,SIMA_AUTONOMIC_GANGLIA,SRS4395716,SRX5414725,RNASeq-SIMA_AUTONOMIC_GANGLIA,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20457106610,10972783766,10.97,neuroblastoma,primary,autonomic_ganglia,2019-02-23T23:59:00.000Z
SRR8615640,PC14_LUNG,SRS4395745,SRX5414760,RNASeq-PC14_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18089756096,9067975943,9.07,carcinoma (non_small_cell_carcinoma),primary,lung,2019-02-23T23:39:00.000Z
SRR8615955,COV644_OVARY,SRS4396002,SRX5415095,RNASeq-COV644_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,11005690028,5235587332,5.24,carcinoma,primary,ovary,2019-02-24T00:01:00.000Z
SRR8615994,HCC2450_LUNG,SRS4395969,SRX5415056,RNASeq-HCC2450_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18955773728,10130912982,10.13,NA,NA,lung,2019-02-24T00:37:00.000Z
SRR8615776,BHT101_THYROID,SRS4395624,SRX5414624,RNASeq-BHT101_THYROID,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,25282341210,14212346483,14.21,carcinoma (anaplastic_carcinoma),metastasis,thyroid,2019-02-24T00:18:00.000Z
SRR8616080,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395904,SRX5414970,RNASeq-KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14293008132,6723130104,6.72,"haematopoietic_neoplasm (chronic_myeloid_leukaemia, Ph_positive)",primary,haematopoietic_and_lymphoid_tissue,2019-02-24T00:36:00.000Z
SRR8615642,786O_KIDNEY,SRS4395743,SRX5414758,RNASeq-786O_KIDNEY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15553515402,7735542398,7.74,carcinoma (clear_cell_renal_cell_carcinoma),primary,kidney,2019-02-23T23:37:00.000Z
SRR8616099,SCABER_URINARY_TRACT,SRS4395887,SRX5414951,RNASeq-SCABER_URINARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20033895400,10791275967,10.79,carcinoma (transitional_cell_carcinoma),primary,urinary_tract,2019-02-24T01:01:00.000Z
SRR8616161,NCIH526_LUNG,SRS4395836,SRX5414889,RNASeq-NCIH526_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16502864296,8146833275,8.15,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-24T00:53:00.000Z
