,CellLine,Run,GCS_RNA_SRA_dirpaths,Tissue,Experiment,Sample,SRAStudy,ReleaseDate,LibraryName,LibrarySource,Sex,CenterName,size_MB,download_path
813,NCIH2126,SRR8615814,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615814/,LUNG,SRX5414586,SRS4395127,SRP186687,2019-03-27 12:24:32,RNASeq-NCIH2126_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11624,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615814.sralite.1
814,HS675T,SRR8615783,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615783/,FIBROBLAST,SRX5414617,SRS4395102,SRP186687,2019-03-27 12:24:32,RNASeq-HS675T_FIBROBLAST,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9305,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615783.sralite.1
815,SNU46,SRR8615657,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615657/,UPPER_AERODIGESTIVE_TRACT,SRX5414743,SRS4395231,SRP186687,2019-03-27 12:24:34,RNASeq-SNU46_UPPER_AERODIGESTIVE_TRACT,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7031,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615657.sralite.1
816,HGC27,SRR8616131,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616131/,STOMACH,SRX5414919,SRS4395858,SRP186687,2019-03-27 12:24:37,RNASeq-HGC27_STOMACH,TRANSCRIPTOMIC,,BROAD INSTITUTE,9110,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616131.sralite.1
817,A4FUK,SRR8616016,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616016/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415034,SRS4395952,SRP186687,2019-03-27 12:24:39,RNASeq-A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7397,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616016.sralite.1
818,HS229T,SRR8616204,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616204/,FIBROBLAST,SRX5415198,SRS4395283,SRP186687,2019-03-27 12:24:41,RNASeq-HS229T_FIBROBLAST,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9503,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616204.sralite.1
819,SKMM2,SRR8615503,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615503/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414250,SRS4395320,SRP186687,2019-03-27 12:24:27,RNASeq-SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8818,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615503.sralite.1
820,EBC1,SRR8615634,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615634/,LUNG,SRX5414766,SRS4395749,SRP186687,2019-03-27 12:24:35,RNASeq-EBC1_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12103,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615634.sralite.1
821,HCC1599,SRR8616183,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616183/,BREAST,SRX5414867,SRS4395817,SRP186687,2019-03-27 12:24:36,RNASeq-HCC1599_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10985,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616183.sralite.1
822,KYSE510,SRR8615500,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615500/,OESOPHAGUS,SRX5414253,SRS4395323,SRP186687,2019-03-27 12:24:27,RNASeq-KYSE510_OESOPHAGUS,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7498,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615500.sralite.1
823,JURKAT,SRR8615712,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615712/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414688,SRS4395683,SRP186687,2019-03-27 12:24:33,RNASeq-JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6304,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615712.sralite.1
824,M07E,SRR8615762,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615762/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414638,SRS4395637,SRP186687,2019-03-27 12:24:33,RNASeq-M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,6517,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615762.sralite.1
825,NCIH1734,SRR8615985,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615985/,LUNG,SRX5415065,SRS4395249,SRP186687,2019-03-27 12:24:39,RNASeq-NCIH1734_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,11592,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615985.sralite.1
826,SNU869,SRR8615474,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615474/,BILIARY_TRACT,SRX5414279,SRS4395344,SRP186687,2019-03-27 12:24:28,RNASeq-SNU869_BILIARY_TRACT,TRANSCRIPTOMIC,,BROAD INSTITUTE,14733,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615474.sralite.1
827,DU145,SRR8615300,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615300/,PROSTATE,SRX5414453,SRS4395484,SRP186687,2019-03-27 12:24:30,RNASeq-DU145_PROSTATE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6158,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615300.sralite.1
828,59M,SRR8616171,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616171/,OVARY,SRX5414879,SRS4395827,SRP186687,2019-03-27 12:24:37,RNASeq-59M_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8397,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616171.sralite.1
829,DMS53,SRR8615998,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615998/,LUNG,SRX5415052,SRS4395966,SRP186687,2019-03-27 12:24:39,RNASeq-DMS53_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7739,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615998.sralite.1
830,NCIH1105,SRR8615329,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615329/,LUNG,SRX5414424,SRS4395177,SRP186687,2019-03-27 12:24:30,RNASeq-NCIH1105_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8186,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615329.sralite.1
831,C8166,SRR8616202,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616202/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415200,SRS4396091,SRP186687,2019-03-27 12:24:41,RNASeq-C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,,BROAD INSTITUTE,4624,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616202.sralite.1
832,DU4475,SRR8615297,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615297/,BREAST,SRX5414456,SRS4395487,SRP186687,2019-03-27 12:24:30,RNASeq-DU4475_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8266,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615297.sralite.1
833,NCIH889,SRR8615977,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615977/,LUNG,SRX5415073,SRS4395981,SRP186687,2019-03-27 12:24:39,RNASeq-NCIH889_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8979,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615977.sralite.1
834,MDAMB468,SRR8615578,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615578/,BREAST,SRX5414822,SRS4395785,SRP186687,2019-03-27 12:24:36,RNASeq-MDAMB468_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,4878,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/615/SRR8615578/SRR8615578.lite.1
835,MHHNB11,SRR8615522,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615522/,AUTONOMIC_GANGLIA,SRX5414231,SRS4395302,SRP186687,2019-03-27 12:24:27,RNASeq-MHHNB11_AUTONOMIC_GANGLIA,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10558,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615522.sralite.1
836,OVMANA,SRR8615734,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615734/,OVARY,SRX5414666,SRS4395663,SRP186687,2019-03-27 12:24:33,RNASeq-OVMANA_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7840,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615734.sralite.1
837,LS180,SRR8615398,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615398/,LARGE_INTESTINE,SRX5414355,SRS4395402,SRP186687,2019-03-27 12:24:29,RNASeq-LS180_LARGE_INTESTINE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7434,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/8615/SRR8615398/SRR8615398.lite.1
838,HS739T,SRR8615791,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615791/,FIBROBLAST,SRX5414609,SRS4395617,SRP186687,2019-03-27 12:24:32,RNASeq-HS739T_FIBROBLAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7628,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615791.sralite.1
839,PK59,SRR8615969,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615969/,PANCREAS,SRX5415081,SRS4395988,SRP186687,2019-03-27 12:24:39,RNASeq-PK59_PANCREAS,TRANSCRIPTOMIC,,BROAD INSTITUTE,11586,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615969.sralite.1
840,KYSE520,SRR8615481,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615481/,OESOPHAGUS,SRX5414272,SRS4395338,SRP186687,2019-03-27 12:24:28,RNASeq-KYSE520_OESOPHAGUS,TRANSCRIPTOMIC,female,BROAD INSTITUTE,6830,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615481.sralite.1
841,SNUC5,SRR8615466,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615466/,LARGE_INTESTINE,SRX5414287,SRS4395196,SRP186687,2019-03-27 12:24:28,RNASeq-SNUC5_LARGE_INTESTINE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,5012,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615466.sralite.1
842,NCIH1693,SRR8615990,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615990/,LUNG,SRX5415060,SRS4395973,SRP186687,2019-03-27 12:24:39,RNASeq-NCIH1693_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9895,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615990.sralite.1
843,SUIT2,SRR8616011,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616011/,PANCREAS,SRX5415039,SRS4395956,SRP186687,2019-03-27 12:24:39,RNASeq-SUIT2_PANCREAS,TRANSCRIPTOMIC,male,BROAD INSTITUTE,4411,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/616/SRR8616011.sralite.1
844,CHP212,SRR8616083,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616083/,AUTONOMIC_GANGLIA,SRX5414967,SRS4395901,SRP186687,2019-03-27 12:24:38,RNASeq-CHP212_AUTONOMIC_GANGLIA,TRANSCRIPTOMIC,,BROAD INSTITUTE,8759,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616083.sralite.1
845,HCC364,SRR8615897,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615897/,LUNG,SRX5415153,SRS4396050,SRP186687,2019-03-27 12:24:40,RNASeq-HCC364_LUNG,TRANSCRIPTOMIC,,BROAD INSTITUTE,7470,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615897.sralite.1
846,BT12,SRR8616125,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616125/,SOFT_TISSUE,SRX5414925,SRS4395864,SRP186687,2019-03-27 12:24:37,RNASeq-BT12_SOFT_TISSUE,TRANSCRIPTOMIC,,BROAD INSTITUTE,9091,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616125.sralite.1
847,COLO680N,SRR8615991,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615991/,OESOPHAGUS,SRX5415059,SRS4395972,SRP186687,2019-03-27 12:24:39,RNASeq-COLO680N_OESOPHAGUS,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10692,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615991.sralite.1
848,CL11,SRR8616139,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616139/,LARGE_INTESTINE,SRX5414911,SRS4395151,SRP186687,2019-03-27 12:24:37,RNASeq-CL11_LARGE_INTESTINE,TRANSCRIPTOMIC,,BROAD INSTITUTE,10990,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616139.sralite.1
849,U343,SRR8615693,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615693/,CENTRAL_NERVOUS_SYSTEM,SRX5414707,SRS4395699,SRP186687,2019-03-27 12:24:34,RNASeq-U343_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,,BROAD INSTITUTE,8292,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615693.sralite.1
850,HCC2218,SRR8616001,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616001/,BREAST,SRX5415049,SRS4395965,SRP186687,2019-03-27 12:24:39,RNASeq-HCC2218_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9464,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/616/SRR8616001.sralite.1
851,NCIH2122,SRR8615813,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615813/,LUNG,SRX5414587,SRS4395601,SRP186687,2019-03-27 12:24:32,RNASeq-NCIH2122_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,6983,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615813.sralite.1
852,KYSE410,SRR8616038,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616038/,OESOPHAGUS,SRX5415012,SRS4395938,SRP186687,2019-03-27 12:24:38,RNASeq-KYSE410_OESOPHAGUS,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6608,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616038.sralite.1
853,NCIH1963,SRR8615602,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615602/,LUNG,SRX5414798,SRS4395769,SRP186687,2019-03-27 12:24:35,RNASeq-NCIH1963_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7643,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615602.sralite.1
854,JK1,SRR8615556,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615556/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414844,SRS4395801,SRP186687,2019-03-27 12:24:36,RNASeq-JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,5926,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615556.sralite.1
855,HEC151,SRR8615276,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615276/,ENDOMETRIUM,SRX5414477,SRS4395507,SRP186687,2019-03-27 12:24:30,RNASeq-HEC151_ENDOMETRIUM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8628,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615276.sralite.1
856,BT483,SRR8616196,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616196/,BREAST,SRX5415206,SRS4396096,SRP186687,2019-03-27 12:24:41,RNASeq-BT483_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10787,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616196.sralite.1
857,HS611T,SRR8615966,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615966/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415084,SRS4395992,SRP186687,2019-03-27 12:24:39,RNASeq-HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8418,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615966.sralite.1
858,H4,SRR8615388,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615388/,CENTRAL_NERVOUS_SYSTEM,SRX5414365,SRS4395409,SRP186687,2019-03-27 12:24:29,RNASeq-H4_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12317,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615388.sralite.1
859,SW1990,SRR8615568,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615568/,PANCREAS,SRX5414832,SRS4395792,SRP186687,2019-03-27 12:24:36,RNASeq-SW1990_PANCREAS,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6758,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615568.sralite.1
860,A172,SRR8615648,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615648/,CENTRAL_NERVOUS_SYSTEM,SRX5414752,SRS4395737,SRP186687,2019-03-27 12:24:34,RNASeq-A172_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8223,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615648.sralite.1
861,G401,SRR8615739,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615739/,SOFT_TISSUE,SRX5414661,SRS4395658,SRP186687,2019-03-27 12:24:33,RNASeq-G401_SOFT_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7783,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615739.sralite.1
862,HS729,SRR8615781,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615781/,SOFT_TISSUE,SRX5414619,SRS4395622,SRP186687,2019-03-27 12:24:32,RNASeq-HS729_SOFT_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8104,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615781.sralite.1
863,SW1088,SRR8615925,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615925/,CENTRAL_NERVOUS_SYSTEM,SRX5415125,SRS4396026,SRP186687,2019-03-27 12:24:40,RNASeq-SW1088_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,4660,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/8615/SRR8615925/SRR8615925.lite.1
864,KURAMOCHI,SRR8616081,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616081/,OVARY,SRX5414969,SRS4395903,SRP186687,2019-03-27 12:24:38,RNASeq-KURAMOCHI_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7696,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616081.sralite.1
865,MDAMB415,SRR8615582,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615582/,BREAST,SRX5414818,SRS4395782,SRP186687,2019-03-27 12:24:35,RNASeq-MDAMB415_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,6809,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615582.sralite.1
866,MFE296,SRR8615236,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615236/,ENDOMETRIUM,SRX5414517,SRS4395542,SRP186687,2019-03-27 12:24:31,RNASeq-MFE296_ENDOMETRIUM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9937,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615236.sralite.1
867,NCIH1819,SRR8615610,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615610/,LUNG,SRX5414790,SRS4395766,SRP186687,2019-03-27 12:24:35,RNASeq-NCIH1819_LUNG,TRANSCRIPTOMIC,,BROAD INSTITUTE,8560,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615610.sralite.1
868,U2OS,SRR8615692,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615692/,BONE,SRX5414708,SRS4395700,SRP186687,2019-03-27 12:24:34,RNASeq-U2OS_BONE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7454,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615692.sralite.1
869,LU99,SRR8615394,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615394/,LUNG,SRX5414359,SRS4395404,SRP186687,2019-03-27 12:24:29,RNASeq-LU99_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7478,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615394.sralite.1
870,KMS11,SRR8615354,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615354/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414399,SRS4395440,SRP186687,2019-03-27 12:24:29,RNASeq-KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,6176,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615354.sralite.1
871,CAOV3,SRR8615507,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615507/,OVARY,SRX5414246,SRS4395316,SRP186687,2019-03-27 12:24:27,RNASeq-CAOV3_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7501,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615507.sralite.1
872,MHHCALL4,SRR8615524,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615524/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414229,SRS4395300,SRP186687,2019-03-27 12:24:27,RNASeq-MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7928,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615524.sralite.1
873,HUH1,SRR8615664,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615664/,LIVER,SRX5414736,SRS4395725,SRP186687,2019-03-27 12:24:34,RNASeq-HUH1_LIVER,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8340,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615664.sralite.1
874,G402,SRR8615740,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615740/,SOFT_TISSUE,SRX5414660,SRS4395657,SRP186687,2019-03-27 12:24:33,RNASeq-G402_SOFT_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,11829,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615740.sralite.1
875,SNU449,SRR8615655,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615655/,LIVER,SRX5414745,SRS4395731,SRP186687,2019-03-27 12:24:35,RNASeq-SNU449_LIVER,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10937,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615655.sralite.1
876,EPLC272H,SRR8616217,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616217/,LUNG,SRX5415185,SRS4395111,SRP186687,2019-03-27 12:24:41,RNASeq-EPLC272H_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12152,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616217.sralite.1
877,SLR26,SRR8615851,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615851/,KIDNEY,SRX5414549,SRS4395572,SRP186687,2019-03-27 12:24:31,RNASeq-SLR26_KIDNEY,TRANSCRIPTOMIC,,BROAD INSTITUTE,9876,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615851.sralite.1
